"V1" "V2" "V3"
8.89140280839559 -37.5875678449064 0.211410356490445
-6.91231844329834 -32.8317397766113 1.8067894821167
-9.62160935401917 -36.9641590390887 -0.17973126391215
-8.63672151772872 -25.5239185664965 1.52901470790739
-6.69165478581968 -44.7362094547438 -1.36933461738669
0.754047058282022 -14.385049691361 -0.826762762632263
-10.0747171806184 -31.2937550450003 0.344954536783675
-7.91624236408668 -23.6303719146342 -1.1047444336022
4.5022515195315 -2.89207516635051 -0.032884476034612
2.96962686071933 -4.40014014949261 0.46670773709324
-0.938128349241303 -12.1415649236635 -0.788488091424454
4.23717570039961 -30.3254276063707 -1.32111838393741
