"V1" "V2" "V3"
-10.776958 -24.764879 0.863549
-10.352481 -34.842537 0.162643
-9.281987 -42.691467 0.452657
0.809966 -48.602371 0.442244
8.38096 -42.110062 0.816614
9.339084 -30.191319 0.963683
9.88769 -20.501272 0.486695
4.720503 -3.156115 0.412725
-0.57578 2.754816 0.587463
-10.233162 -12.943044 0.492535
-4.83511544218158 -7.75532100696375 -0.980500339281441
5.48456714474238 -14.2821743213213 1.3484201660523
-3.65599045505771 -26.7421196528843 -1.03957382579903
-1.24357594397464 -47.7149072507533 0.125770919956267
3.32854565096573 -47.6743128333293 0.0363030198594214
4.88522307386676 -45.1731279243543 1.19027434911543
-7.37313635976691 -36.567569732666 1.46627627046485
5.79709737611854 -4.97680707185165 -0.0589849577001903
-5.37850353614144 -38.9726016832435 1.81153133952099
-6.19231082866718 -26.0307580279065 -1.17167134873279
6.54048883036563 -38.9305865639134 -1.31891746897446
-9.78941197431724 -12.7581037055445 0.0816749687740252
1.29096218041422 -45.6633337472231 0.266673944378627
-7.63162622509933 -47.6908963598856 0.152225457885723
-1.93094238873433 -5.41926414436764 1.79243332589114
-3.45613888542304 -21.0192986177594 1.93327701091766
-7.83237617870547 -15.1138166121717 1.16710408172517
8.14599224726359 -13.7300760587056 -0.0169743876702463
6.3701541451202 -17.0739844968949 1.40583002156225
-0.558294345098696 -0.370708271029979 0.318090789605791
4.85341170322464 -24.055919026754 1.84870036682451
0.171307918843718 -38.8473140950106 -1.20137790514498
-4.52437528161442 -38.6074493408203 -1.50369357361513
1.94273630310507 -32.7439986509435 -1.06245072729447
-2.62490324078092 1.22543322095932 0.191134357356294
-1.17061887847053 -44.0686127633759 1.1832182244821
9.41622069719675 -21.510968156763 0.193245135096682
7.63681740267523 -48.3435610014817 -0.11430297999418
-7.07483096964219 -5.40053340827717 -0.0222267640206744
6.04297055368838 -39.1711163313492 1.4963746563248
-0.828425813140909 -43.9899509843573 -0.991335086075656
0.0931243531971372 -40.4363781520299 1.53202801999592
4.25675045714086 -6.42022479796896 -0.156570033151276
0.61404389978076 -6.24091369840834 -0.802203500270844
4.52556769970136 -20.3906584519606 -0.752577381256299
-0.541051635920417 -26.0091175939523 1.874809106191
6.99215761987787 -36.0269068266216 -1.23302966168052
-3.8179109470517 -24.6228612263997 2.10315908053342
-5.0045062692269 -47.2271648904552 -1.31951666137447
-4.24771157075774 -10.5639220723566 1.39644294864727
-3.48404352327364 -27.9022785119251 2.12123951869728
1.29142765806694 -42.0550739890651 -1.06014280130989
-5.35804554084679 -12.9405233581345 -1.05104681114098
-5.44912769328589 -41.9129888600317 -1.53736800571968
-4.62132259209951 -23.5772817836088 -0.946747433905508
-6.47250757394014 -23.4129963980781 1.87383033500777
4.31704407930374 -44.7111760598642 -1.03665470193934
-8.00785828211221 -13.4470624579004 -1.25199393048344
-4.99996560002551 -18.8308148325225 1.59556329839024
-1.14706414503589 -24.5691543772251 -0.866966192480884
-7.47241772674933 -39.329539415313 -1.33299221062079
-5.96253492574024 -2.75250177778256 -0.035391630687911
6.53284471310102 -31.7613327870002 1.75307500591645
-9.26177891207413 -26.7336131351095 -1.13459440688012
6.38337341376713 -16.2542033621243 -0.945461541946445
2.35278424361478 -42.5745250204335 1.43186185878256
-0.306026665250892 -16.7262618852698 -0.782333826889163
-10.0058530894193 -15.4768197247476 -0.0890000440518964
-5.50912021316645 -48.6674136387483 0.355767687327648
9.75260430255919 -24.1086353272882 0.204827360112135
7.50204698628393 -45.9379537122003 -0.302528809365046
-10.2551460699602 -22.6762449380123 0.334359743512433
-1.4169744678871 -21.852536111129 -0.820153779732554
1.69490608056888 -10.8322745769396 -0.813165791537784
-0.414423261672416 -27.480815118359 -1.01802056354861
7.27900096623585 -22.723491649435 -0.885201929795622
1.81238106054714 -22.7025110175811 -0.823422308427742
-3.41795467355035 -32.0997770829634 1.98942525711927
7.02738294475957 -30.7165673908434 -1.37017099245598
1.21689724497011 -6.45777505377065 1.8168688825939
6.88929558307567 -27.6485983057225 1.67657560110092
-5.67257885430988 -30.0395292583265 2.06169184760043
0.904666514113723 -35.76394426255 -1.26748929846854
-1.3146276135054 -29.7313192926272 1.89152004020383
7.30147042219666 -25.6355941158602 -1.08822665337859
1.07427089528532 -48.1771792427438 0.111912080804344
-2.34986981935799 -36.7300498882929 -1.3655230725805
-6.49701799348343 -35.8964324773744 -1.52629789502122
-6.42837497334421 -15.7335598321609 -1.24961491867348
9.41454190939245 -26.6613504920207 0.0926618056607918
-2.03886271018418 -37.8097792943319 1.77377081016699
-0.974580589754199 -14.441569013503 1.91180801507339
-3.22174209853013 -41.6793744166692 1.6117297410965
-3.79059865150923 -17.5666402063252 -0.896207183967402
-3.91692778426157 -31.2289692247418 -1.27652920803554
-4.54704844433328 -4.51584000000055 0.506129136551981
1.72245554033889 0.753662583447487 0.190485310894961
-1.44491204736464 -19.4262572472249 -0.755895526584135
-1.96196912028896 -29.6993192701197 -1.05368159422234
-6.87998471682585 -18.3467510078527 -1.14735708659208
9.49692471313477 -18.7788581237793 0.248304424807429
0.284483394114656 -20.0590397266859 1.95944950821694
-3.57807080312209 -44.7052639614452 -1.28302415799011
0.491961459498853 -32.611330909729 1.72594306111336
-3.11848472877288 -48.3970879030899 -0.196067915350514
3.29122904487278 -17.0980038269706 -0.812882514103599
5.39547691255246 -11.5037361450915 -1.06874961616858
3.04013910632075 -1.10864559613329 0.194797663033198
6.89361121437766 -9.30388614014312 -0.108040895286974
3.74993839162461 -8.3623458933323 1.55316237566319
-7.80560245269384 -21.0066984372261 -1.07120516666999
-0.385502539943297 2.4146249294281 0.226514480484184
-2.21125804076732 -2.38697986619573 0.679898543257109
-6.35655932956272 -26.8332628755488 2.01501554912991
1.36611559903127 -36.3748441662705 1.66138431586717
-1.48023135771791 -34.8043360867343 1.76334886367504
-8.30560340628719 -45.2210462456507 0.289631958569813
-9.92243920201841 -17.9828220035719 0.083041277738369
-0.830116099080978 -32.805606842041 -1.13522375699801
-1.17406123473838 -8.72146203496435 -0.837834727656734
5.02292263339943 -33.2088407328431 -1.1952624791105
-7.44087144627291 -18.1854850320255 1.249620598204
-6.38448170336281 -32.1439140831552 -1.60904216766357
3.28362500450828 -38.5614821694114 1.66636701930653
-2.34083718492324 -40.8276475193989 -1.27261920434883
0.29561663591691 -2.97032872835795 -0.720664395019412
5.6771113552998 -42.0399011828236 1.45964268310783
2.9896646613876 -26.2171848615011 1.80848316972454
3.53215833166812 -16.9940788086424 1.70397595522252
-4.58047325458002 -20.7297712728518 -0.897118247430259
-2.25269496982748 -17.791661628569 1.76922584422911
0.748970919210432 -3.00171738612552 1.74230824198042
1.82418787570261 -26.0928627107202 -1.00781668250154
4.2357811583413 -27.4336143069797 -1.20328788757324
0.683129559294918 -16.9785163830488 1.79253704578449
7.66136149457983 -33.3223917677596 -1.16230043043961
3.20250254808013 -8.55030468812923 -0.954138244550253
-6.71849670129664 -12.3766275761174 1.1300287521353
-8.34599742656801 -29.0192169794222 1.56796994151139
1.43427600529459 -29.6636001798842 -1.05869626932674
-10.6463317377814 -25.3978541144009 0.304647380630646
7.18831747631694 -19.29304047518 1.54019293396972
4.65918975784665 -24.175225621178 -0.972538965088981
-5.45555800550124 -28.8206841188319 -1.28857044332168
8.76984635105839 -16.1217457029555 0.283713815207766
-1.49414465648746 -8.6817727181518 1.98524251493435
3.88169391729214 -19.9613486749155 1.89675728811158
-4.69180716909804 -35.5749276650918 1.99759794570304
3.81448880924898 -35.8209195305319 -1.28015431937049
-9.06523049995303 -39.7312062978745 0.263668673156644
-10.0830300078433 -20.3266101576324 0.307125864295751
-9.16271483289064 -10.3977556994362 0.0281501426259532
4.69159111725657 -11.2556203239842 1.55081458091736
6.62431313173614 -7.33145254023754 0.0832302477839573
-8.19631934165955 -7.7060863763094 -0.0140421121293912
7.07613035867799 -28.1768459464019 -1.27998975369166
6.64515067754167 -42.425181485294 -1.14833030606923
-5.36219093777718 -15.8976514798786 1.58451612280049
3.73463120827308 -13.7595848853771 -0.923667317399612
3.68780494850373 -33.7090741808169 1.75951575453036
-4.09354167438689 -13.6640221005394 1.62662047885713
-8.72368346755184 -42.3388400860687 -0.150437732470403
8.58784435272217 -40.648403116862 0.164311142976706
-2.71115027952798 -14.5119326869144 -0.865544252757785
3.94584074928647 -41.533611261277 -1.16459601606642
-1.26871157561042 -23.2556934142381 1.890518429574
9.22207854534018 -31.7711738060261 0.417776072446
2.6360791318718 -30.9171535667332 1.74339065058478
2.04669824610522 -22.9236635278772 1.79898616561183
7.68480517750695 -24.2639151981899 1.55778030554454
5.50122712040675 -48.4296402385217 -0.0338691540119302
-4.54255484330534 -45.3345396253798 1.10217159384429
7.25872976078707 -19.3684136110194 -0.80775336447884
-7.40051397737467 -21.02729063214 1.49789109769857
4.8887364716874 -29.2000359407405 1.87978205361317
-6.9106434135437 -10.1374405670166 -0.220181231021881
-2.38328413481123 -5.37336748369624 -0.752222154917342
-6.41014459729195 -42.553334236145 1.43233327035393
8.18791847010605 -43.6227382339594 0.321999609726303
7.65747076326662 -11.4155029692091 0.135049501857678
9.30816555023193 -29.275809183608 0.413597469700732
-5.10361703644451 -7.77111519707574 1.21421661743751
-1.97788395356272 -11.9512591902743 1.95727808205123
5.92096738055744 -35.9725302974735 1.56603057511085
1.29348364155964 -28.4366376486169 1.76530946880938
-8.36559108207966 -29.5837423609591 -1.28070548279532
9.12914349728783 -34.8007440759032 0.319844094605104
-3.61153433152608 -10.7829870837075 -0.882354083515349
3.48101938854564 -38.716706285573 -1.21224835424712
-3.67472858874352 -34.1530196640518 -1.41035230867155
-4.27990038779474 -0.710624227175609 0.130542516287777
-10.6385653913021 -28.3195252716541 0.239630562111415
-9.87085107773069 -34.2924219767253 0.438675577796641
-8.56246809461224 -33.7025625314285 -1.16610376514606
1.44558127210519 -19.4961126630551 -0.723392943355525
6.70747306269984 -21.6289438432263 1.6842000574194
2.10537973893316 -13.9238295705695 1.82238744811008
1.10999516086992 -10.540822133151 2.05913695963946
