"xpts" "ypts" "zpts"
-1.33925938034961 -68.6821543242917 -10.7838864742616
43.3447406196504 31.8622456757083 38.2075135257384
-0.107259380349613 20.9792456757082 -91.4960964742616
-53.8048593803496 21.2872456757083 48.0365135257384
50.8107406196504 14.9592456757083 47.2405135257384
-38.4964504251257 28.6660018946137 39.6135881526041
26.7213706196504 -52.3540658242917 15.2459785257384
-1.96099108766668 -43.4461161129096 16.0752533631368
-57.5504421828973 32.2169686056446 14.0412077932543
50.2138051357795 46.4413682563534 32.3291844934803
-63.6412578178496 -36.8184269805417 20.9844744632384
-59.9115360999263 -21.5091892449266 -23.2963229821981
-20.1191231484656 -35.2474929716347 27.6258951682505
-52.4200645751548 -44.3736212074086 -37.6060293314045
58.0390204123965 73.3496239140502 -19.3099564224481
50.1325953682537 68.3377093628591 -65.0875266977253
24.7230016490621 -0.200967559585848 19.2386274963266
-27.1390216880419 -59.620733555061 62.213598141123
-33.215570808921 74.632331389994 20.8764206685955
-28.7872138747316 61.0121838779555 -78.7371695079695
6.52785344016321 99.1431790090416 -48.0301541665693
-64.1115667332908 60.4380250874729 -11.2700489742616
-14.965446771654 -69.4240256286396 -29.6356421264355
-51.4783224914607 36.6379567868194 31.4838335257384
-12.4173541171917 85.2235322254158 18.3524375023466
56.2220401365586 -26.7420180924077 -31.5288690829572
32.3314300606442 87.1468916384412 -60.4673175301622
-2.65229255570506 -83.5836960304529 9.96021305180475
-9.09606450855474 45.4658097782724 44.4458468590717
9.51451334692312 12.5083865847992 -86.9987172469889
51.6210159819692 -16.7340552904753 -58.855001450107
70.212844278187 28.9552761635131 -3.23209074255429
-71.0998718803496 44.7310730566607 -27.6564144504521
-15.9058313803496 -31.5482769909584 -1.19498202981716
20.8120739529837 8.48185990791801 29.4454835631916
-59.0940725783192 -13.4219370654085 18.7793358607638
10.6646350090893 -17.7904341922785 19.9857313475206
-0.67980604701628 -39.6565801020695 -1.70757669648382
45.6511940357994 -56.8314822746023 -1.52891939351626
30.221283666008 53.6589013048473 41.0495929959371
1.61837219859776 -52.1350474821865 41.4193661573174
-53.3308825510813 46.9398676269278 -69.7689175718226
60.1306510674116 49.9265989095391 13.7271040730021
-51.4963260470162 24.1056316406206 40.5680433502998
6.95931980517075 4.29953979335533 35.4317488198561
50.4281746855845 -32.8311482803357 -11.057957902833
-3.14833791438103 -26.2585019682708 19.81826745244
42.1003378418726 7.90084289793049 38.2882496368495
12.8719621765366 -51.7612453422558 -11.0994050371358
32.3195690986148 95.9428573261937 -15.7160055681127
-26.9710006682284 -65.5580494000494 17.840021101496
11.3293224378322 -74.0125729606553 39.5480317075566
13.3003903658433 40.261007097028 -86.340141093551
-47.0148858704158 59.9221066028606 21.9823943204404
-66.25668976709 -1.93536205909836 -39.492878739455
12.9224158773824 -58.0583481387247 -56.5419246185915
54.9126347006473 16.7447846165182 40.1965945226231
40.8698363134303 -45.6867050419951 -50.305551067563
26.6559937842073 20.0647393465943 40.389492428692
-47.9254658937596 18.0600004649803 13.9676591196081
-29.7042224951037 -32.7753100619967 10.2730241814761
-52.8056391189117 -51.6870412523963 1.49378868913709
-34.4279908803496 -48.1714063242917 17.3726285257384
-57.9838485107843 19.8128924148387 -65.9118065829572
40.6810388652644 -57.0925862541163 -23.1026541935599
34.3616178126329 -63.405591166397 35.1163380871419
39.8134091279377 44.0141572779182 -77.4576605074108
58.6454956532074 15.3174369508761 23.6825705727183
56.6678131387343 29.0371540726548 30.8783608539827
-8.19085809829833 -20.7808504781379 5.21966032061019
-14.2111316025718 7.08042244338504 -86.1014887469889
68.8213927935634 54.3492185017952 -41.0677082133921
23.8785474378322 66.5417343120719 -78.0372512469889
6.59490487085812 -25.4090934547265 5.50478743878188
-58.7609130388862 49.0370212854644 10.9852340135433
-1.08200180459204 -63.3325876576251 24.4960589802839
18.8874426398524 38.6939426454053 45.1574983742232
33.8602664555166 -42.8626534124376 -8.95920896666283
5.55761817067079 89.8021517981573 14.0524890359425
-48.4042836741349 73.4551835288156 -62.7679717849961
-43.0378804329812 -59.3491706985608 35.5254901339255
18.9046129600759 -63.6637900689726 50.9737986321214
-50.2132222546011 74.8199223224149 3.05731771735516
-24.0412169275194 -73.1148510224049 52.4196597521535
-17.2984244712587 12.0375511302537 29.8006662530112
45.0062302748228 67.2284249860531 23.3872652498763
47.9573815462913 14.0788904633531 29.5883320585569
41.9880295085393 27.0860590090416 41.8254779701828
-19.797842281904 -59.139646552271 -53.9683781841062
4.97736033796025 84.5988466146754 -69.1824418733226
-11.1964320171655 102.443389954315 -36.2233103548586
-14.7962290099792 66.4497049349675 35.1428838961088
60.6947572863171 42.1055678979305 -64.4387631409283
-21.5928791960178 -72.3624146929554 31.2169651386416
-12.4011544079739 -49.1279327773304 -5.76494448531133
64.8570540524862 11.4466038846635 9.58871837648467
-45.4055640315124 -22.1264016111134 14.2959243784516
19.5687069658042 -35.8068644204456 42.1759558334307
-61.8731940666965 19.0206183694352 12.1960718283214
18.7211679193537 -36.6245709415024 10.9905461666879
47.1347032364728 87.5138765168298 -17.0941271284672
-3.72134261734383 104.16269654276 -11.5736916765737
-27.5783020470163 -47.9660443242917 59.3122735257384
-68.2277611144536 48.2150202421823 -51.4045269366893
-53.5734764258042 -6.11687932429173 -66.0777177242616
-32.3736392910639 2.75895103285113 25.610004597167
-46.4482195699231 -54.5436628550974 -19.2866826827924
62.6308625708699 -9.20933359258441 -10.4508059864567
70.579257665105 12.873205902981 -19.8176552242616
-46.431932683517 -37.8193045505361 -12.2446294606869
14.0447609586334 -3.87816110395275 22.5787745426876
-15.4470093803496 -58.5662781047795 43.5430440135433
64.2109502004887 -1.21489803686658 -40.6611062347407
-19.3241343803496 -38.2943238364869 43.4480318184213
7.03592405160305 58.5566598768917 39.9222945908271
-17.1461901495804 -54.1541158627533 30.5648639530888
-56.1767192017782 -21.8982302171489 -1.78828558140446
65.4779866089552 54.1196360500398 -8.88189503041134
52.3234799561433 72.7327196093575 4.98005665370048
-33.3311480358118 -60.9111707108463 -28.0797297515725
32.4566873652125 97.9245592851757 -34.4529929831373
33.453019308175 -39.3468854718327 5.76025516508266
21.5089749946504 -48.8699082305417 47.5595760257384
-60.8198262593305 73.0747743381286 -38.642513225854
42.6135211074552 -61.6441401779503 18.0537184037872
50.3320634044605 14.6704861820374 14.2114470700422
55.6496039736877 80.0437487812983 -43.1546665984852
15.6359034103481 -30.5999822312685 23.2714088745756
-21.0002558803496 86.9733306757083 -65.3692219742616
-42.7627525756159 18.3681835455308 31.6057176677502
-14.5140181037539 -80.831073047696 49.5907645895682
-18.9896283773101 -22.9014616191246 19.0356320667718
24.9373406196504 76.5503856757083 25.7964601924051
-34.5877330362636 93.1405144929126 0.53628503111474
-59.6028867776099 -21.0399536393602 -48.2418029126178
-13.3726865121326 12.2877301718323 42.009195696281
55.4419532442351 -2.00041877611897 15.6229088745756
-7.96070869069445 -9.9702026001538 19.7599790429798
-4.97079448673259 -75.4587447498237 -2.22764711255947
-17.88780315545 -36.4666483001953 11.6535054936099
-17.7924455438716 -75.0198650161157 15.4179789345434
-27.9059457708821 -44.4458365728125 46.4863300937857
39.0850749305008 5.25946854960856 20.8974138189935
-35.5116156303496 30.9164019257083 -80.6389367242616
-37.8618161878614 -39.2397144181884 2.4156811313722
-58.0601271688112 3.80590432955443 13.6980519872769
-18.1397438579616 1.40209642197693 19.6142508391712
-71.9066387351883 17.4644714821599 -20.6038729258745
-46.6672991183409 -59.8013045426323 20.1901772811969
71.3499811259795 39.3591127643159 -23.2523244489452
26.359507013093 -24.7761805537999 16.907792214263
63.8013513339361 25.8758706757083 13.9943849543098
-39.7963464391731 -40.3567490301741 -60.1199129448498
-27.5596816695062 -21.6817091435689 -76.6200653899242
33.5796814091241 20.6374233072872 -79.9709541716301
10.9779811856881 -73.653388758254 17.1044663559271
-27.7794959517782 102.073559961422 -19.7866784742616
3.85092561965039 -70.7124993242918 -32.7483269742616
9.68596528925391 -67.4985582890494 -16.9883556372572
18.251514204556 -43.6965651733483 31.5577163559271
-32.7074336134785 -9.68832487643897 22.3712374521188
50.7647349053647 -57.1993331814345 29.841422097167
2.72246273946606 -13.6804091630014 -83.0194511286395
60.1351859978016 -41.9717064251321 19.1267152064107
34.7681182792249 -3.57158943067471 -76.7055167934105
-53.5490590717076 22.7795790090416 25.072356118331
-38.9350960470163 92.1321456757083 -45.3000684742616
-32.3616744245974 -61.4152552092475 47.7726728177738
-66.3258291645223 0.625475891535607 -9.070479280017
-70.530208739324 22.3434379834006 -43.6649390383642
-56.4125164558213 -52.509609512971 29.517499374795
14.3979674237741 -33.6580821593433 -2.05873905158119
17.3757229205353 12.8733562951773 42.5190931717561
13.0561456829415 -78.1134678264014 53.186180192405
54.1031648620746 -20.7311119000493 15.0749847378596
-44.1076871354517 6.49654363489194 20.4041094441057
-29.7833901803496 15.8169336757083 34.4945295257384
54.681301225711 12.6132406252032 -65.2739975853727
-3.53470686893409 -72.3900451918716 41.8069929777932
13.6248004998899 100.395467232594 -0.690186474261602
25.1539424545128 -70.1937956086954 22.3460410486742
-3.91748271368295 -67.1370263242917 -15.3671918075949
-37.4230879517782 5.50766325812585 -79.096857902833
-5.00665131583348 -42.0376656146143 -70.8897649688852
-18.0523501753287 -61.2425890523252 -15.7064927504122
-27.1166450946353 -33.8571694036568 38.1745214622463
-20.3677699530368 27.6593073497171 41.9396677107604
-11.8266894688452 36.6530863836729 -87.1833412087749
-2.07290896018154 62.0027792891537 -82.7121838692196
33.6039373409619 90.4094150746154 8.14630806125752
-31.1686457933931 11.3085500235344 16.3127580909558
25.5484167330107 -64.4465320570852 -27.3677042880268
0.930347489879395 -83.6444520342153 50.1608646707766
-31.5809354569046 -40.0286217884066 -10.3535429335917
4.17001523104935 75.6254114788171 26.1178554946503
-8.78913795177818 98.8961171042797 4.95124162097649
25.4701769832868 -31.0375319000493 -71.0947264742616
14.6741675427273 101.787311060324 -21.1571745511847
-49.674861421166 86.4480075804702 -20.5392633450099
-32.3519563500466 50.6030759787386 38.8685135257384
69.7779029233154 25.7311828484831 -45.7935095109108
2.26982432009092 -9.54346357539305 9.51657872397628
-3.160313520477 0.736166057873874 29.9906058824263
-70.2924638579615 31.6457183125242 -3.90703622550538
34.1940937795017 -8.32303313470065 23.9863871316864
